Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
3.5711	0.051184	135.01	0.0074067	-0.012983	-0.011465	-2.5391	8.7941	13.629	206.64	-1.3145	3.4701e-06	0.017859	0.00015518	8.7125	0.11478	0.057050	0.080564	23.231	12.618	28.143	98.777	12.724	9.8964e-07	0.0072365
3.5773	0.051556	134.93	0.0074110	-0.012903	-0.011374	-2.5167	8.8020	13.673	206.42	-1.3051	3.4674e-06	0.017870	0.00015454	8.7706	0.11402	0.057077	0.080605	23.195	12.620	28.199	98.810	12.707	9.9186e-07	0.0072518
3.5835	0.051928	134.85	0.0074154	-0.012824	-0.011283	-2.4943	8.8099	13.718	206.21	-1.2958	3.4648e-06	0.017881	0.00015391	8.8288	0.11327	0.057104	0.080646	23.159	12.622	28.256	98.842	12.690	9.9407e-07	0.0072670
3.5896	0.052300	134.78	0.0074197	-0.012745	-0.011192	-2.4721	8.8178	13.762	206.00	-1.2865	3.4621e-06	0.017891	0.00015328	8.8870	0.11252	0.057130	0.080686	23.124	12.624	28.313	98.874	12.673	9.9627e-07	0.0072822
3.5957	0.052673	134.70	0.0074241	-0.012667	-0.011102	-2.4499	8.8256	13.807	205.79	-1.2772	3.4594e-06	0.017902	0.00015265	8.9451	0.11179	0.057156	0.080725	23.088	12.626	28.370	98.905	12.657	9.9847e-07	0.0072973
3.6018	0.053045	134.62	0.0074285	-0.012588	-0.011011	-2.4278	8.8334	13.851	205.57	-1.2680	3.4568e-06	0.017913	0.00015202	9.0033	0.11107	0.057182	0.080764	23.053	12.627	28.427	98.936	12.640	1.0007e-06	0.0073124
3.6078	0.053417	134.54	0.0074328	-0.012510	-0.010921	-2.4058	8.8412	13.896	205.36	-1.2588	3.4541e-06	0.017923	0.00015140	9.0615	0.11036	0.057207	0.080802	23.018	12.629	28.484	98.967	12.624	1.0028e-06	0.0073274
3.6138	0.053789	134.46	0.0074372	-0.012432	-0.010830	-2.3839	8.8489	13.940	205.15	-1.2496	3.4515e-06	0.017934	0.00015078	9.1198	0.10965	0.057232	0.080840	22.983	12.631	28.541	98.997	12.608	1.0050e-06	0.0073424
3.6198	0.054161	134.38	0.0074415	-0.012354	-0.010740	-2.3621	8.8566	13.985	204.94	-1.2405	3.4488e-06	0.017944	0.00015017	9.1780	0.10896	0.057257	0.080877	22.948	12.633	28.599	99.026	12.592	1.0072e-06	0.0073573
3.6258	0.054533	134.30	0.0074459	-0.012276	-0.010650	-2.3403	8.8642	14.030	204.73	-1.2314	3.4462e-06	0.017954	0.00014955	9.2363	0.10827	0.057281	0.080914	22.913	12.635	28.657	99.056	12.576	1.0093e-06	0.0073722
