Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
201.38	4.3893	1472.9	0.00067892	4.3008	4.5505	27.031	19.960	134.06	239.32	1.9821	7.7734e-05	0.037298	0.00077872	418.78	0.0023879	7.3385	8.2168	45.237	22.958	154.08	141.94	12.007	2.3824e-05	0.015241
201.45	4.3984	1471.0	0.00067980	4.3071	4.5577	27.064	19.980	134.96	238.63	1.9949	7.7550e-05	0.037256	0.00077018	420.29	0.0023793	7.3340	8.2110	45.199	22.985	155.39	141.90	11.981	2.3861e-05	0.015303
201.53	4.4074	1469.1	0.00068069	4.3135	4.5649	27.097	20.001	135.87	237.93	2.0078	7.7366e-05	0.037213	0.00076167	421.80	0.0023708	7.3295	8.2051	45.161	23.012	156.73	141.87	11.955	2.3898e-05	0.015366
201.60	4.4165	1467.2	0.00068157	4.3199	4.5721	27.131	20.022	136.79	237.23	2.0208	7.7182e-05	0.037171	0.00075320	423.33	0.0023622	7.3250	8.1993	45.123	23.040	158.09	141.83	11.930	2.3936e-05	0.015429
201.67	4.4256	1465.3	0.00068247	4.3262	4.5793	27.164	20.044	137.74	236.52	2.0339	7.6997e-05	0.037129	0.00074475	424.86	0.0023537	7.3205	8.1934	45.085	23.067	159.48	141.79	11.904	2.3973e-05	0.015493
201.74	4.4347	1463.3	0.00068337	4.3326	4.5866	27.197	20.065	138.70	235.82	2.0471	7.6812e-05	0.037087	0.00073634	426.40	0.0023452	7.3159	8.1874	45.046	23.095	160.88	141.75	11.878	2.4011e-05	0.015558
201.81	4.4438	1461.4	0.00068428	4.3390	4.5938	27.231	20.087	139.67	235.12	2.0604	7.6627e-05	0.037045	0.00072796	427.94	0.0023368	7.3113	8.1814	45.008	23.123	162.31	141.72	11.852	2.4049e-05	0.015623
201.88	4.4529	1459.5	0.00068519	4.3454	4.6011	27.264	20.109	140.67	234.42	2.0738	7.6442e-05	0.037004	0.00071962	429.50	0.0023283	7.3067	8.1754	44.969	23.151	163.77	141.68	11.826	2.4087e-05	0.015689
201.95	4.4620	1457.5	0.00068611	4.3519	4.6084	27.298	20.131	141.68	233.71	2.0873	7.6256e-05	0.036963	0.00071131	431.06	0.0023198	7.3020	8.1694	44.931	23.179	165.25	141.64	11.800	2.4126e-05	0.015756
202.02	4.4710	1455.5	0.00068703	4.3583	4.6157	27.331	20.154	142.71	233.00	2.1009	7.6071e-05	0.036922	0.00070302	432.63	0.0023114	7.2973	8.1633	44.892	23.207	166.76	141.60	11.774	2.4165e-05	0.015823
